356	94	227	287
359	89	233	289
363	104	219	268
388	83	194	285
403	90	174	301
412	90	168	287
420	89	161	292
419	81	148	310
420	72	143	309
420	78	168	316
421	77	194	319
417	67	220	321
436	79	221	303
460	95	190	293
482	86	166	302
508	92	164	299
527	85	155	310
546	102	154	316
543	85	185	344
552	92	182	332
555	74	171	335
558	71	170	334
549	95	167	307
552	93	171	325
554	91	193	348
557	89	207	350
563	97	210	334
571	96	193	334
574	109	178	319
569	99	179	329
539	109	197	322
549	117	207	335
546	114	224	334
551	117	230	340
543	105	269	350
546	103	271	365
555	114	267	364
541	110	262	367
520	99	271	370
515	110	282	363
538	121	251	360
578	116	229	354
593	119	195	354
579	127	203	349
574	111	177	359
546	117	209	359
537	132	211	345
542	138	199	331
533	130	223	334
550	140	190	336
530	135	189	337
521	138	225	331
494	143	270	325
481	164	267	306
471	147	293	315
459	164	285	302
460	174	268	306
446	165	285	312
428	172	279	298
397	191	343	277
316	201	360	271
323	194	287	287
314	199	281	277
327	185	250	290
286	197	268	280
290	185	244	294
279	185	225	297
270	177	216	296
268	171	203	311
273	154	178	335
254	166	190	313
249	179	205	298
240	190	213	287
222	193	244	282
224	202	233	276
225	176	245	300
261	181	233	295
252	164	265	315
