0	225	134	220
0	225	151	221
0	199	179	274
0	207	200	259
0	212	226	249
3	223	247	235
0	212	280	251
0	200	258	259
0	204	261	262
0	229	283	231
3	211	280	262
78	213	239	265
87	191	245	295
112	193	227	292
93	215	260	262
118	228	252	253
146	223	252	263
160	222	252	263
150	222	256	279
148	224	269	276
187	237	242	265
205	239	221	264
213	240	218	276
227	223	217	291
226	227	234	291
229	242	235	278
230	254	230	268
225	244	243	278
262	230	189	287
254	211	208	317
291	219	184	310
273	232	212	298
302	255	212	254
330	253	179	269
331	239	180	274
332	231	184	290
346	251	174	280
341	274	174	262
341	278	172	264
341	267	175	281
345	257	168	294
357	265	152	284
359	264	176	304
339	270	204	294
258	257	264	298
215	247	268	317
204	213	223	339
201	217	236	338
191	244	301	317
201	257	298	302
194	233	289	335
204	232	274	333
209	202	270	362
216	210	252	361
207	256	257	311
203	241	254	330
201	255	254	310
197	209	258	359
187	205	266	363
173	250	269	319
161	253	284	313
171	270	266	293
151	270	280	300
155	266	278	302
140	252	298	315
154	254	269	314
105	251	317	322
98	273	337	298
63	264	295	312
58	237	280	346
44	223	283	363
32	227	308	359
39	236	271	348
37	239	271	339
25	235	268	347
27	240	253	342
33	226	245	369
32	234	253	353
21	248	255	341
12	255	256	331
10	255	252	336
7	239	251	355
14	226	247	367
12	230	243	362
12	249	257	347
24	258	244	328
47	242	221	352
40	253	235	349
57	252	226	345
61	244	217	352
