339	163	92	113
343	158	85	124
341	152	72	134
333	154	69	142
321	156	80	146
291	169	101	143
287	168	96	154
275	168	105	148
265	167	119	161
253	183	112	148
246	188	125	138
233	197	115	132
222	205	142	111
202	212	135	111
196	208	128	112
184	204	114	109
172	219	98	107
159	220	89	111
149	210	81	125
145	206	78	147
149	208	73	160
146	209	79	158
145	204	77	154
145	208	68	145
141	210	67	146
138	215	75	144
136	213	75	151
136	209	67	143
134	214	62	138
135	219	63	136
135	214	62	124
138	217	63	122
139	218	67	123
146	225	69	117
153	226	69	107
148	224	67	116
144	227	63	113
143	233	58	109
144	230	66	105
151	226	60	113
151	229	59	111
152	231	55	107
157	230	58	104
164	228	57	108
168	231	57	101
173	237	58	95
175	234	55	88
181	230	53	92
182	226	55	97
177	231	62	96
183	226	51	95
184	217	48	87
183	220	50	94
178	228	50	99
179	231	55	92
184	222	52	100
184	221	51	99
176	228	61	96
183	222	55	95
185	214	50	98
181	213	49	104
178	222	54	96
182	222	49	91
186	214	49	102
185	210	51	104
189	217	54	90
186	218	53	92
191	212	53	85
190	208	50	94
184	208	51	99
178	210	56	99
176	211	51	95
170	211	53	95
165	207	53	102
163	211	56	100
167	207	49	101
164	204	52	103
163	204	51	104
158	212	55	96
161	207	54	97
159	205	53	105
153	205	56	104
148	212	59	99
153	212	60	96
158	207	62	105
165	210	61	97
170	213	58	94
177	213	55	93
180	208	54	96
176	204	59	105
178	210	56	101
169	216	64	97
167	217	62	91
164	214	59	90
161	215	57	99
158	221	60	102
160	217	60	100
159	212	56	105
158	213	60	102
157	218	61	97
163	218	67	93
174	217	63	92
182	216	59	92
179	221	65	84
185	220	56	90
189	217	59	94
193	214	58	99
189	220	60	90
188	225	59	86
186	217	53	101
180	214	58	97
173	219	60	94
170	222	64	91
169	219	67	86
168	215	61	94
165	211	62	97
162	217	61	93
168	213	59	90
165	215	63	91
163	213	62	92
160	219	64	91
166	218	61	85
164	215	59	90
164	210	62	95
165	212	60	100
171	215	64	94
173	209	56	101
169	211	55	93
164	212	56	92
158	219	64	84
162	216	49	81
157	218	58	76
154	224	60	82
151	226	65	90
154	224	61	92
150	218	63	87
145	217	65	91
142	221	69	90
149	220	68	78
158	212	60	81
156	217	66	82
157	225	72	86
158	228	74	87
164	224	67	88
166	223	65	87
166	227	69	81
177	211	64	88
184	202	59	97
182	202	57	97
177	208	68	95
179	209	66	90
184	197	59	103
187	197	54	103
179	204	61	99
173	206	68	98
182	202	60	99
182	196	61	103
175	203	68	94
170	210	84	97
182	206	70	96
183	204	68	100
181	208	69	106
182	212	70	101
180	214	79	95
180	212	74	98
169	212	68	101
162	218	76	103
162	218	83	102
167	214	74	109
168	213	74	104
163	215	79	104
164	221	82	98
171	217	81	104
175	215	70	100
173	216	71	102
168	219	86	98
171	213	85	94
178	202	77	100
177	203	78	100
174	214	82	93
175	210	88	95
185	203	81	98
189	201	72	100
182	209	80	101
180	210	88	101
190	205	71	101
185	204	75	99
183	206	76	94
174	209	92	95
181	200	85	96
183	192	76	105
174	191	82	106
169	196	93	101
168	199	102	103
175	190	87	102
172	194	80	99
163	196	83	100
162	193	86	105
164	187	80	112
167	182	64	103
164	186	69	101
159	189	81	103
165	188	96	105
170	176	74	108
164	186	86	99
154	195	97	88
151	197	103	87
165	195	89	81
165	202	87	77
159	203	99	88
165	193	94	95
185	194	85	80
189	197	100	78
185	192	109	90
165	189	127	89
174	189	130	81
183	194	129	72
184	193	118	60
187	195	122	58
185	194	135	72
191	187	128	79
199	184	137	76
191	182	146	86
182	185	148	81
175	184	155	77
184	175	145	82
192	171	130	92
191	177	135	66
192	176	135	75
195	178	152	69
199	175	152	71
202	181	139	81
203	176	132	88
203	173	132	77
181	180	144	73
176	185	142	83
163	185	157	78
157	182	179	80
174	184	164	78
181	189	155	81
181	187	152	75
175	190	142	74
180	193	136	71
176	188	137	85
177	186	150	108
175	185	128	91
175	187	131	110
187	189	152	108
189	196	148	81
178	206	140	66
176	202	145	70
