152	102	40	67
152	101	40	71
153	102	41	73
154	102	40	73
155	105	40	73
157	106	40	70
156	107	39	72
150	109	41	69
148	112	38	66
144	114	38	66
140	113	39	65
135	110	39	66
133	106	38	69
134	108	37	65
135	108	39	63
138	107	40	62
140	101	42	69
147	99	42	70
155	102	42	66
161	104	45	69
171	108	43	68
179	110	45	72
182	110	45	79
187	110	44	79
189	105	42	86
191	107	44	87
189	107	46	89
184	105	48	90
182	106	48	88
179	103	49	87
177	99	49	90
172	93	52	89
160	87	61	95
159	87	55	94
153	88	53	97
141	85	58	102
138	79	55	105
130	76	55	107
124	77	56	102
115	78	58	107
110	82	58	104
103	86	60	103
100	89	62	103
100	92	59	100
102	97	56	97
102	95	59	101
107	99	58	98
110	98	55	108
104	102	60	102
107	96	57	110
97	92	68	106
94	84	66	111
98	86	61	106
102	85	63	107
100	83	62	110
103	85	62	105
105	86	61	106
106	88	67	104
117	89	62	101
123	90	66	90
138	90	62	83
148	87	58	76
150	85	55	71
151	83	53	76
153	84	54	72
157	92	54	63
159	92	59	68
165	95	57	72
172	101	57	70
183	109	52	66
190	113	47	62
203	113	46	63
211	112	50	62
219	110	51	62
220	124	53	62
227	122	53	66
230	119	53	73
231	113	54	79
231	108	52	90
226	105	55	98
223	100	55	106
219	91	55	114
214	86	55	117
210	87	56	117
206	86	57	122
202	87	58	112
197	89	60	105
192	93	54	89
183	91	60	79
180	88	49	77
176	84	45	72
164	82	45	74
157	78	43	73
150	79	42	70
144	79	40	70
137	79	40	69
132	80	42	66
129	76	40	72
126	75	36	74
117	76	37	73
112	76	36	70
110	73	37	75
101	69	39	72
89	64	42	73
83	63	43	68
80	58	37	64
77	53	37	67
75	53	38	62
73	49	39	61
68	48	41	59
69	46	39	56
68	45	40	56
73	47	39	49
76	47	38	46
79	51	37	44
83	56	36	40
86	60	39	39
100	55	32	43
101	61	37	37
108	58	35	37
117	53	32	44
125	54	33	45
134	59	34	43
145	58	33	46
156	56	33	48
164	58	35	47
172	58	37	48
182	63	37	45
187	62	36	46
193	62	38	43
195	60	39	43
195	67	41	52
193	57	43	60
189	50	44	66
178	40	47	72
167	25	46	83
155	14	48	88
146	14	48	92
138	18	51	93
137	26	49	90
134	32	51	85
131	33	49	92
126	36	53	95
119	42	52	90
110	42	57	87
103	38	52	77
99	39	49	70
90	38	46	59
80	32	48	62
75	31	49	60
67	31	44	49
59	35	45	48
54	32	46	54
46	33	47	55
45	32	46	58
39	31	45	49
35	28	47	49
36	24	46	46
41	30	53	52
48	23	51	60
53	17	54	73
57	14	54	79
66	14	51	80
72	13	50	82
77	15	51	82
84	19	50	77
90	22	53	71
98	26	51	67
105	31	53	68
109	36	52	68
113	38	56	68
119	42	61	69
133	50	60	67
141	60	67	75
148	65	66	79
156	73	62	73
164	76	58	69
163	84	65	65
171	89	62	69
174	91	65	72
175	86	73	82
176	90	77	86
175	95	81	96
174	103	87	104
181	95	84	112
181	90	87	118
178	93	82	119
169	96	87	132
169	96	87	135
157	96	91	141
147	100	87	136
143	105	86	132
130	104	74	132
114	89	74	148
104	87	80	144
102	84	76	148
98	83	71	144
94	83	67	135
90	83	72	127
91	87	62	118
90	92	60	117
84	94	60	114
84	95	57	109
77	102	52	96
75	101	51	96
78	101	55	102
82	99	57	106
89	100	54	103
94	94	59	111
105	98	67	102
119	108	66	83
139	108	59	72
148	107	62	74
154	109	65	72
166	106	65	79
187	102	68	87
204	99	66	89
222	99	65	88
230	100	74	82
232	101	76	84
236	95	80	89
230	81	81	103
222	79	82	114
213	79	81	124
203	74	84	141
187	78	83	132
171	76	80	137
163	81	67	129
156	82	62	131
144	79	60	132
128	78	61	136
113	78	62	139
106	77	58	143
85	80	65	145
69	78	66	145
57	77	73	147
48	76	82	152
52	79	85	155
63	78	87	158
86	83	77	150
98	86	80	132
95	92	91	107
126	99	76	82
137	114	77	74
158	125	68	73
181	139	56	66
202	133	60	64
214	139	58	66
225	138	62	61
236	133	58	64
236	126	63	70
227	117	70	83
214	111	70	95
205	100	58	114
193	99	63	118
174	113	70	106
159	117	66	94
153	114	61	98
143	111	62	96
128	110	67	93
117	106	67	89
107	95	63	92
97	90	56	90
86	82	55	94
75	79	58	94
71	75	56	92
65	75	57	80
67	74	56	71
70	73	57	68
68	79	61	60
66	73	66	67
