197	87	38	18
196	87	36	19
198	86	35	19
199	85	33	20
198	87	34	19
199	87	33	20
199	86	35	19
200	86	35	19
198	86	36	20
200	86	33	19
200	86	33	20
202	86	31	19
200	86	33	18
201	86	30	19
200	87	32	18
200	87	33	17
199	87	32	18
198	86	33	19
200	86	29	19
200	86	28	19
200	86	27	19
201	86	27	18
200	86	31	18
197	86	32	20
195	87	33	18
194	86	35	20
192	88	36	18
191	86	39	20
192	86	36	21
190	85	38	19
191	86	39	20
190	87	39	18
193	87	36	18
193	86	35	19
193	86	36	20
193	86	35	20
195	86	32	19
197	86	29	19
198	86	28	20
196	86	32	20
196	85	32	21
196	85	32	20
196	86	31	19
195	85	31	20
192	86	34	19
191	84	36	20
192	86	36	18
191	86	36	20
194	86	31	21
192	85	32	20
192	86	31	18
193	87	30	19
193	87	30	19
193	87	31	21
192	87	31	20
189	88	33	19
188	88	34	20
186	89	37	19
187	88	35	19
187	89	34	19
189	89	32	18
190	89	30	18
188	88	31	19
189	88	30	19
187	89	33	18
188	89	31	19
189	89	29	19
190	89	29	18
190	90	29	19
189	90	29	18
188	90	29	19
188	91	30	18
188	89	30	19
188	89	31	20
186	88	33	21
188	89	30	19
191	89	27	19
191	88	27	20
193	90	25	19
190	91	29	21
189	91	30	18
189	92	31	19
188	92	32	19
187	92	34	20
186	93	36	20
183	93	38	20
183	94	37	19
183	94	38	20
184	94	36	19
183	94	36	19
185	94	36	19
185	93	39	20
188	92	37	20
190	93	35	19
189	93	34	19
187	93	38	19
186	93	41	19
186	94	37	19
187	95	38	18
186	94	37	19
186	95	39	18
185	94	40	19
187	93	36	19
187	93	37	18
187	92	39	19
187	92	37	20
186	91	36	20
188	90	36	18
186	91	37	20
186	90	37	20
187	91	36	19
187	90	37	21
188	89	36	21
188	89	35	21
188	90	35	20
188	88	34	22
186	89	38	20
187	89	37	20
186	87	41	22
185	88	40	20
186	88	37	20
187	87	37	21
186	88	37	21
184	88	38	20
187	90	34	20
189	88	32	21
187	89	34	21
189	90	31	19
187	90	33	19
187	92	34	19
184	93	36	18
185	93	36	18
185	92	36	18
184	92	36	18
186	91	35	19
184	91	36	20
183	90	37	21
184	91	35	20
185	90	35	20
186	89	35	21
188	88	34	21
190	89	33	20
189	89	33	20
188	89	35	19
189	89	32	19
189	88	33	21
186	89	35	20
185	87	35	21
185	88	35	19
184	88	38	19
184	88	37	20
183	88	37	20
187	89	34	20
186	88	34	21
187	89	33	20
186	88	33	21
184	87	37	21
182	87	38	21
186	86	34	20
187	87	33	21
188	86	32	21
187	87	34	21
188	85	33	21
188	86	31	21
187	87	32	20
188	85	29	20
187	85	31	21
186	86	31	20
187	87	32	21
189	87	31	20
189	86	33	21
188	87	34	21
190	87	32	20
191	87	33	20
191	86	33	20
191	86	32	21
191	86	33	20
191	86	33	20
191	86	33	20
189	85	34	20
189	86	34	20
188	85	35	21
185	86	39	20
186	85	39	21
188	85	37	21
187	86	39	21
189	86	37	21
190	86	36	20
193	85	34	21
193	86	34	20
194	85	32	20
191	86	35	19
192	85	35	20
192	85	33	20
191	84	35	21
193	86	34	19
193	84	35	22
193	84	35	21
190	83	38	23
191	84	37	22
190	85	38	20
192	84	36	22
192	83	36	22
192	84	36	22
192	83	36	21
192	84	35	21
190	85	37	21
190	84	36	20
192	85	34	19
190	84	35	20
190	84	37	21
187	83	39	22
190	84	36	21
189	83	37	22
188	82	37	23
189	84	36	21
186	83	38	21
186	83	38	21
188	81	37	23
187	82	38	21
184	83	41	21
185	81	40	22
186	81	40	22
185	82	42	22
187	81	38	23
188	81	37	22
187	81	39	21
186	80	41	22
184	81	45	21
185	80	43	24
188	82	39	22
188	83	42	19
186	82	42	23
187	82	43	24
187	82	42	23
189	83	41	21
190	84	42	22
192	81	40	22
189	81	42	22
190	80	43	23
190	81	43	21
192	80	43	21
191	80	46	21
193	80	44	20
193	80	42	21
191	80	46	22
189	80	50	24
191	81	45	24
188	82	48	23
187	82	49	23
186	81	49	24
188	82	47	24
185	82	48	23
183	82	49	22
184	82	49	23
186	81	49	23
188	83	48	23
187	80	50	25
189	81	47	25
190	80	47	26
192	80	46	24
194	82	46	25
194	81	46	24
193	79	50	25
194	78	49	24
193	79	53	23
198	78	48	23
201	78	47	22
202	76	47	24
203	73	47	27
204	76	51	25
207	75	45	24
208	75	47	25
205	75	50	26
203	76	53	23
204	72	52	26
203	75	52	25
206	76	50	22
209	75	47	26
206	74	49	25
207	78	50	24
209	77	47	24
213	78	41	25
212	76	42	25
211	78	43	25
213	78	42	23
211	77	43	22
210	76	44	25
206	74	50	25
202	73	52	26
202	72	53	25
203	73	51	27
200	74	54	26
203	73	52	26
202	73	52	28
200	72	53	29
197	72	60	28
198	76	56	25
198	75	55	26
195	74	56	28
198	75	52	27
203	74	47	26
199	76	50	24
200	76	50	24
198	76	54	25
198	73	53	26
200	73	49	25
203	73	48	26
204	74	45	24
203	74	48	26
200	71	50	29
199	72	52	27
196	69	55	31
198	69	55	33
199	72	58	31
198	70	57	31
200	69	54	32
201	70	52	30
202	71	50	28
201	72	52	27
197	70	60	28
199	69	58	27
