130	132	31	115
129	131	34	112
127	132	36	111
127	132	37	110
126	131	37	110
126	130	37	112
126	130	37	109
127	128	35	111
126	127	37	112
125	126	37	113
124	126	37	113
124	127	36	110
124	127	36	112
124	127	36	109
126	127	33	109
124	127	34	107
122	126	36	105
121	124	35	106
122	124	35	106
120	124	36	109
121	123	37	106
120	123	36	106
121	124	34	105
122	123	35	106
121	124	35	103
121	123	36	104
122	122	34	105
120	122	37	102
119	121	37	102
120	119	36	103
119	119	35	105
120	118	35	105
120	118	35	105
118	119	37	104
121	118	33	105
120	119	33	103
120	119	34	101
118	118	36	101
117	117	37	100
119	115	35	103
118	115	34	101
119	115	34	104
118	116	35	102
120	114	33	102
118	116	34	100
120	115	33	100
120	115	33	101
120	115	32	100
118	115	34	97
119	114	33	97
118	113	35	97
119	111	35	99
119	111	34	101
119	111	32	100
119	111	34	99
120	111	32	100
120	111	33	98
120	111	30	98
119	112	31	97
118	111	32	95
117	110	33	95
118	108	32	95
117	108	33	97
117	107	32	95
118	107	32	96
119	107	30	97
118	108	32	95
117	109	32	96
118	108	32	95
118	108	32	93
118	107	33	92
118	106	32	92
118	105	32	94
118	105	31	94
118	104	30	96
118	105	31	94
119	104	30	95
117	104	33	95
117	104	31	94
118	104	30	94
116	104	31	93
117	102	30	92
116	103	30	92
116	101	30	90
116	101	30	92
116	101	32	93
115	101	31	93
116	101	30	91
116	101	32	91
116	102	32	92
117	101	32	92
118	99	29	93
117	101	31	87
117	99	30	91
117	97	30	91
116	98	30	92
117	97	30	91
118	98	29	92
117	98	31	89
118	97	28	91
117	98	29	89
117	99	28	88
117	99	29	85
117	97	28	85
116	97	29	85
116	96	30	87
116	96	29	86
116	95	29	89
115	95	30	87
117	94	29	89
116	95	30	85
117	95	28	87
117	96	29	84
116	94	29	87
116	94	29	86
117	94	28	86
116	92	29	87
116	92	29	87
115	91	30	88
115	92	28	89
115	92	28	86
115	93	28	85
114	93	29	86
115	91	27	85
115	92	27	85
112	93	29	82
114	91	27	84
112	91	30	83
112	90	30	85
111	89	29	86
112	90	30	82
112	90	29	83
112	89	29	84
112	90	29	82
112	90	28	82
112	90	29	81
112	88	28	81
110	87	30	84
111	87	29	82
111	86	28	84
111	86	27	85
110	87	27	84
110	87	28	81
110	87	27	83
110	88	27	81
110	87	25	81
109	87	26	80
107	86	29	81
108	84	27	80
109	84	26	83
108	84	26	83
108	85	26	81
108	85	27	80
108	85	26	81
107	86	26	79
108	86	28	78
107	84	27	81
107	84	27	78
108	83	26	79
107	83	26	81
108	83	27	78
107	82	26	80
107	82	25	80
106	82	27	81
107	81	26	80
107	82	25	81
106	82	25	79
106	82	24	78
104	83	27	78
105	80	26	80
106	79	23	81
105	80	25	78
103	80	27	79
103	79	26	81
102	80	28	79
104	79	26	81
104	81	26	77
104	81	27	77
102	81	28	77
103	79	27	78
103	79	27	75
103	78	27	77
104	77	25	79
103	77	25	77
104	77	24	80
105	77	22	77
104	78	23	75
103	79	24	75
103	78	23	74
103	78	23	74
102	76	22	75
102	76	23	74
103	75	21	73
99	75	25	73
100	74	25	77
98	74	28	78
89	98	31	85
90	96	33	88
90	94	36	92
91	90	36	98
95	82	29	118
97	76	30	126
96	77	30	127
98	77	31	126
98	77	29	129
99	77	30	128
101	77	28	128
101	82	29	124
101	83	31	123
103	83	32	124
103	84	29	121
106	90	30	118
107	94	30	115
108	98	30	113
107	97	30	113
108	96	31	114
108	98	32	114
109	100	31	111
109	102	32	112
111	102	31	109
109	103	32	111
112	101	30	116
111	103	31	113
111	101	32	114
111	102	32	112
111	101	32	115
112	100	33	115
113	100	30	117
113	102	30	117
115	102	29	117
115	102	29	116
116	106	29	115
117	105	29	117
117	106	30	115
