302	105	76	291
301	102	74	292
298	103	72	283
300	96	74	304
299	85	77	308
300	67	76	333
296	51	79	343
293	52	80	335
294	56	75	316
294	42	70	335
295	36	66	334
294	37	68	316
293	40	72	301
293	30	70	307
295	39	73	288
294	41	72	279
293	39	73	298
294	48	72	285
293	43	76	291
293	40	76	291
291	40	74	291
292	37	73	298
292	23	74	313
292	20	71	317
291	23	72	317
291	32	75	309
290	38	77	302
291	44	74	295
290	47	78	317
290	47	84	327
289	54	79	327
289	57	82	319
289	60	80	308
290	60	79	282
290	48	79	291
288	44	76	295
288	33	77	306
287	32	75	306
289	32	74	298
294	34	64	288
297	20	57	292
296	17	58	303
291	10	63	323
287	21	70	303
284	29	76	296
282	39	77	283
275	42	84	293
268	53	90	287
261	45	94	308
252	40	102	327
250	43	109	337
246	47	112	324
244	61	114	303
243	66	116	302
237	40	115	330
223	56	126	303
216	58	132	284
213	24	133	321
211	45	131	296
208	36	133	322
203	49	135	294
205	52	135	308
207	78	132	264
209	87	130	252
213	94	132	248
217	89	130	252
216	94	135	273
216	95	137	281
217	107	137	260
214	113	137	254
216	126	132	238
213	136	131	224
209	143	133	225
208	151	131	216
202	160	135	218
198	171	140	213
190	183	146	212
188	188	141	212
181	189	144	216
177	184	150	225
172	186	156	219
171	182	159	219
168	182	141	222
163	179	141	226
153	176	152	226
145	171	161	232
144	176	153	227
138	178	149	226
136	173	150	234
132	172	156	233
130	166	161	240
130	165	155	238
126	164	143	238
122	151	142	251
112	164	155	235
106	167	164	233
99	172	161	229
96	168	154	236
96	161	147	243
90	162	150	237
81	159	158	240
