117	68	122	125
113	62	119	130
110	55	115	124
103	47	120	121
105	38	115	124
99	30	119	122
104	24	118	130
104	17	118	115
111	14	117	101
118	12	116	102
125	11	120	100
131	9	114	102
150	11	108	105
150	14	110	104
160	21	116	103
169	27	117	103
177	31	109	102
183	37	110	108
186	46	104	111
189	52	111	125
194	60	119	120
195	69	96	116
198	77	99	111
201	83	98	113
204	86	99	111
206	93	92	110
213	99	77	103
205	99	81	113
197	99	92	130
190	95	84	133
184	92	93	131
180	84	103	146
188	73	95	152
202	58	78	166
198	47	75	170
192	35	84	179
185	26	90	187
185	19	89	201
178	54	98	162
178	81	92	135
180	108	92	114
183	104	77	109
190	120	71	92
188	130	79	81
188	132	86	79
187	137	87	78
190	138	92	87
189	140	92	91
190	139	113	103
187	142	130	107
188	151	124	101
193	166	111	94
203	176	96	90
205	182	97	91
211	185	99	97
213	196	98	92
222	210	93	83
228	216	94	81
231	217	98	87
243	225	90	82
251	224	88	86
260	225	89	88
269	223	87	83
280	220	85	87
289	215	90	91
297	208	89	94
303	201	94	92
308	187	100	93
313	172	103	91
313	130	106	112
319	127	121	99
328	107	106	104
340	79	108	114
350	47	94	132
344	37	103	139
335	34	118	150
341	23	139	131
343	9	149	142
350	3	140	148
347	0	109	143
349	0	99	136
377	8	114	119
391	7	125	122
385	7	120	116
373	0	124	130
367	0	121	143
364	3	114	132
350	4	113	129
337	10	114	124
326	6	116	135
314	12	114	128
299	15	112	130
286	23	106	132
268	28	110	131
256	32	113	127
249	37	111	120
240	40	117	112
235	40	115	107
226	41	123	102
220	40	129	104
217	41	129	101
213	38	127	103
209	39	128	102
204	38	128	103
200	41	124	100
194	43	122	101
189	44	122	103
179	45	123	104
171	45	121	111
159	50	128	112
152	64	127	103
136	68	137	78
130	74	129	73
144	82	107	94
145	85	90	117
134	86	90	127
133	93	81	121
123	97	80	121
118	110	72	133
111	97	58	139
108	101	65	134
93	115	72	123
86	118	76	128
90	132	73	119
88	139	75	107
84	145	80	94
71	136	95	91
73	125	100	94
81	114	101	93
91	103	96	92
96	88	103	102
107	76	103	110
114	63	106	120
122	68	106	107
135	55	99	113
140	41	106	126
150	42	101	120
164	36	93	130
189	71	81	101
192	70	72	108
196	97	68	83
204	107	60	77
208	120	58	70
211	129	56	65
215	135	47	63
212	138	48	63
208	142	49	61
207	144	51	65
208	146	53	70
209	154	54	69
213	155	52	71
214	153	54	78
215	158	55	77
213	163	57	74
212	175	56	63
212	175	58	66
216	179	56	65
221	180	55	67
223	183	58	65
225	181	57	66
222	183	59	61
221	182	61	58
220	180	64	58
223	180	65	57
